ds,SPY_Close,SPY_Volume,month,day,Actual_GDP,Actual_nonfarm,Actual_CPI,Actual_PPI,Actual_unemployment rate,Actual_core_PCE,Actual_FOMC,CPI_vs_forecast,CPI_vs_previous,GDP_vs_forecast,GDP_vs_previous,PPI_vs_forecast,PPI_vs_previous,nonfarm_vs_forecast,nonfarm_vs_previous,unemployment rate_vs_forecast,unemployment rate_vs_previous,core_PCE_vs_forecast,core_PCE_vs_previous,FOMC_vs_forecast,FOMC_vs_previous,is_event,days_since_fomc
2022-08-23,396.3738708496094,49105200,8,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2022-08-24,397.6427307128906,49177800,8,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2022-08-25,403.2564697265625,50942300,8,25,-0.006,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,21.0
2022-08-26,389.6066589355469,103087000,8,26,none event,none event,none event,none event,none event,0.046,none event,,,,,,,,,,,-1.0,-1.0,,,1,22.0
2022-08-29,387.0304260253906,65370800,8,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2022-08-30,382.7816467285156,85652400,8,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2022-08-31,379.8691101074219,76029700,8,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2022-09-01,381.0610656738281,78740100,9,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2022-09-02,377.04296875,99632100,9,2,none event,315K,none event,none event,0.037,none event,none event,,,,,,,1.0,-1.0,1.0,1.0,,,,,1,27.0
2022-09-06,375.620361328125,76637400,9,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2022-09-07,382.36834716796875,70964200,9,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0
2022-09-08,384.86761474609375,80821700,9,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0
2022-09-09,390.8466491699219,76706900,9,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0
2022-09-12,395.0472717285156,69256300,9,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0
2022-09-13,377.86968994140625,122947100,9,13,none event,none event,0.083,none event,none event,none event,none event,1.0,-1.0,,,,,,,,,,,,,1,33.0
2022-09-14,379.3115539550781,85023700,9,14,none event,none event,none event,0.087,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,34.0
2022-09-15,375.0051574707031,87633800,9,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,35.0
2022-09-16,372.1442565917969,103084800,9,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,36.0
2022-09-19,375.03021240234375,73278500,9,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,37.0
2022-09-20,370.72540283203125,77274900,9,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,38.0
2022-09-21,364.25860595703125,106746600,9,21,none event,none event,none event,none event,none event,none event,0.0325,,,,,,,,,,,,,0.0,1.0,1,0.0
2022-09-22,361.1988220214844,89472600,9,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2022-09-23,355.14697265625,122346900,9,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2022-09-26,351.6336364746094,92581200,9,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2022-09-27,350.73602294921875,108294100,9,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2022-09-28,357.63726806640625,110802200,9,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2022-09-29,350.1665344238281,112952300,9,29,-0.006,none event,none event,none event,none event,none event,none event,,,0.0,1.0,,,,,,,,,,,1,6.0
2022-09-30,344.7517395019531,153711200,9,30,none event,none event,none event,none event,none event,0.049,none event,,,,,,,,,,,1.0,1.0,,,1,7.0
2022-10-03,353.8536682128906,89756500,10,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2022-10-04,364.818359375,103602800,10,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2022-10-05,363.9689636230469,88065700,10,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2022-10-06,360.2143249511719,82333500,10,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2022-10-07,350.1665344238281,107789500,10,7,none event,263K,none event,none event,0.035,none event,none event,,,,,,,1.0,-1.0,-1.0,-1.0,,,,,1,12.0
2022-10-10,347.492919921875,76042800,10,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2022-10-11,345.2922668457031,92482800,10,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2022-10-12,344.1533203125,76991800,10,12,none event,none event,none event,0.085,none event,none event,none event,,,,,1.0,-1.0,,,,,,,,,1,15.0
2022-10-13,353.23590087890625,147254500,10,13,none event,none event,0.082,none event,none event,none event,none event,1.0,0.0,,,,,,,,,,,,,1,16.0
2022-10-14,345.18609619140625,123737000,10,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2022-10-17,354.0563659667969,93168200,10,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2022-10-18,358.2163391113281,97162900,10,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2022-10-19,355.6778869628906,79746900,10,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2022-10-20,352.6954650878906,88283100,10,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2022-10-21,361.26641845703125,131038400,10,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2022-10-24,365.68707275390625,85436900,10,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2022-10-25,371.52655029296875,78846300,10,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2022-10-26,368.7274475097656,104087300,10,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2022-10-27,366.7584228515625,81971800,10,27,0.026,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,26.0
2022-10-28,375.48388671875,100302000,10,28,none event,none event,none event,none event,none event,0.051,none event,,,,,,,,,,,-1.0,1.0,,,1,27.0
2022-10-31,372.7716064453125,96631300,10,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2022-11-01,371.1404724121094,85407600,11,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0
2022-11-02,361.8262634277344,126990400,11,2,none event,none event,none event,none event,none event,none event,0.04,,,,,,,,,,,,,0.0,1.0,1,0.0
2022-11-03,358.10052490234375,87100100,11,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2022-11-04,363.2547302246094,103505200,11,4,none event,261K,none event,none event,0.037,none event,none event,,,,,,,1.0,-1.0,1.0,1.0,,,,,1,2.0
2022-11-07,366.7294921875,68286900,11,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2022-11-08,368.7081298828125,84641100,11,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2022-11-09,361.1120300292969,78495500,11,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2022-11-10,380.95654296875,141455800,11,10,none event,none event,0.077,none event,none event,none event,none event,-1.0,-1.0,,,,,,,,,,,,,1,6.0
2022-11-11,384.6436767578125,93839900,11,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2022-11-14,381.3716125488281,71903500,11,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2022-11-15,384.6243591308594,93194500,11,15,none event,none event,none event,0.08,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,9.0
2022-11-16,381.6901550292969,68508500,11,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2022-11-17,380.5222473144531,74496300,11,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2022-11-18,382.25,92922500,11,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2022-11-21,380.86004638671875,51243200,11,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2022-11-22,385.98529052734375,60429000,11,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2022-11-23,388.4175720214844,68261600,11,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2022-11-25,388.3307189941406,30545400,11,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2022-11-28,382.1341552734375,67881600,11,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2022-11-29,381.477783203125,52310000,11,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2022-11-30,393.49456787109375,144566700,11,30,0.029,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,19.0
2022-12-01,393.2049865722656,76398200,12,1,none event,none event,none event,none event,none event,0.05,none event,,,,,,,,,,,0.0,-1.0,,,1,20.0
2022-12-02,392.7513427734375,85342700,12,2,none event,263K,none event,none event,0.037,none event,none event,,,,,,,1.0,-1.0,0.0,0.0,,,,,1,21.0
2022-12-05,385.6860656738281,77289800,12,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2022-12-06,380.1264953613281,77972200,12,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2022-12-07,379.4798583984375,65927900,12,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2022-12-08,382.45263671875,60737900,12,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2022-12-09,379.5956726074219,81447700,12,9,none event,none event,none event,0.074,none event,none event,none event,,,,,1.0,-1.0,,,,,,,,,1,26.0
2022-12-12,385.0683288574219,75405800,12,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2022-12-13,387.9832763671875,123782500,12,13,none event,none event,0.071,none event,none event,none event,none event,-1.0,-1.0,,,,,,,,,,,,,1,28.0
2022-12-14,385.5026550292969,108111300,12,14,none event,none event,none event,none event,none event,none event,0.045,,,,,,,,,,,,,0.0,1.0,1,0.0
2022-12-15,376.0726623535156,117705900,12,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2022-12-16,371.6326599121094,119858000,12,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2022-12-19,368.4813232421875,79878100,12,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2022-12-20,368.985595703125,74427200,12,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2022-12-21,374.5028076171875,78167400,12,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2022-12-22,369.1601867675781,100120900,12,22,0.032,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,6.0
2022-12-23,371.2835998535156,59857300,12,23,none event,none event,none event,none event,none event,0.047,none event,,,,,,,,,,,0.0,-1.0,,,1,7.0
2022-12-27,369.8194885253906,51638200,12,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2022-12-28,365.223388671875,70911500,12,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2022-12-29,371.7975158691406,66970900,12,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2022-12-30,370.81817626953125,84022200,12,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2023-01-03,369.2571105957031,74850700,1,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2023-01-04,372.1078186035156,85934100,1,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2023-01-05,367.86077880859375,76970500,1,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2023-01-06,376.2966003417969,104189600,1,6,none event,223K,none event,none event,0.035,none event,none event,,,,,,,1.0,-1.0,-1.0,-1.0,,,,,1,15.0
2023-01-09,376.08331298828125,73978100,1,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2023-01-10,378.720703125,65358100,1,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2023-01-11,383.51068115234375,68881100,1,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2023-01-12,384.9070129394531,90157700,1,12,none event,none event,0.065,none event,none event,none event,none event,0.0,-1.0,,,,,,,,,,,,,1,19.0
2023-01-13,386.4002685546875,63903900,1,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2023-01-17,385.69244384765625,62677300,1,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2023-01-18,379.6030578613281,99632300,1,18,none event,none event,none event,0.062,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,22.0
2023-01-19,376.83966064453125,86958900,1,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2023-01-20,383.8598327636719,91806400,1,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2023-01-23,388.46563720703125,84178800,1,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2023-01-24,388.0486755371094,59524900,1,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2023-01-25,388.194091796875,84800300,1,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2023-01-26,392.4604797363281,72287400,1,26,0.029,none event,none event,none event,none event,none event,none event,,,1.0,-1.0,,,,,,,,,,,1,28.0
2023-01-27,393.36224365234375,68346200,1,27,none event,none event,none event,none event,none event,0.044,none event,,,,,,,,,,,0.0,-1.0,,,1,29.0
2023-01-30,388.42681884765625,74202000,1,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0
2023-01-31,394.1379699707031,86811800,1,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0
2023-02-01,398.3267517089844,101459200,2,1,none event,none event,none event,none event,none event,none event,0.0475,,,,,,,,,,,,,0.0,1.0,1,0.0
2023-02-02,404.1252136230469,101654500,2,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2023-02-03,399.8297424316406,94736800,2,3,none event,517K,none event,none event,0.034,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,2.0
2023-02-06,397.3861999511719,60295300,2,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2023-02-07,402.5835266113281,90990700,2,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2023-02-08,398.1813049316406,76227500,2,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2023-02-09,394.7294616699219,78694900,2,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2023-02-10,395.6506042480469,70769700,2,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2023-02-13,400.29510498046875,64913500,2,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2023-02-14,400.1109619140625,88389300,2,14,none event,none event,0.064,none event,none event,none event,none event,1.0,-1.0,,,,,,,,,,,,,1,9.0
2023-02-15,401.4102478027344,61555700,2,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2023-02-16,395.8833312988281,76431500,2,16,none event,none event,none event,0.06,none event,none event,none event,,,,,1.0,-1.0,,,,,,,,,1,11.0
2023-02-17,394.8942565917969,89257800,2,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2023-02-21,386.9722900390625,82655900,2,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2023-02-22,386.4390563964844,83742300,2,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2023-02-23,388.4946594238281,96242400,2,23,0.027,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,15.0
2023-02-24,384.34466552734375,108194400,2,24,none event,none event,none event,none event,none event,0.047,none event,,,,,,,,,,,1.0,1.0,,,1,16.0
2023-02-27,385.65362548828125,80444700,2,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2023-02-28,384.2283020019531,96438600,2,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2023-03-01,382.7544250488281,99706800,3,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2023-03-02,385.7311706542969,85127800,3,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2023-03-03,391.91748046875,90120000,3,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2023-03-06,392.18896484375,72795900,3,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2023-03-07,386.1772155761719,108310600,3,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2023-03-08,386.8075256347656,74746600,3,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2023-03-09,379.67095947265625,111945300,3,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2023-03-10,374.1925354003906,189253000,3,10,none event,311K,none event,none event,0.036,none event,none event,,,,,,,1.0,-1.0,1.0,1.0,,,,,1,26.0
2023-03-13,373.6592102050781,157790000,3,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2023-03-14,379.8358459472656,149752400,3,14,none event,none event,0.06,none event,none event,none event,none event,0.0,-1.0,,,,,,,,,,,,,1,28.0
2023-03-15,377.4602355957031,172996900,3,15,none event,none event,none event,0.046,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,29.0
2023-03-16,384.0827941894531,143254200,3,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0
2023-03-17,379.59185791015625,140553400,3,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0
2023-03-20,383.24188232421875,93055800,3,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0
2023-03-21,388.2740173339844,91524200,3,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0
2023-03-22,381.65533447265625,111746600,3,22,none event,none event,none event,none event,none event,none event,0.05,,,,,,,,,,,,,0.0,1.0,1,0.0
2023-03-23,382.68707275390625,119351300,3,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2023-03-24,385.1982727050781,107682400,3,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2023-03-27,385.9185791015625,74010400,3,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2023-03-28,385.05230712890625,62871700,3,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2023-03-29,390.6489562988281,77497900,3,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2023-03-30,392.9363708496094,69840000,3,30,0.026,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,6.0
2023-03-31,398.474609375,112062600,3,31,none event,none event,none event,none event,none event,0.046,none event,,,,,,,,,,,-1.0,-1.0,,,1,7.0
2023-04-03,399.9930114746094,67391100,4,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2023-04-04,397.7737731933594,66601500,4,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2023-04-05,396.7322998046875,65200200,4,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2023-04-06,398.2799377441406,63743300,4,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2023-04-10,398.6886901855469,63681000,4,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2023-04-11,398.7957763671875,59297900,4,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2023-04-12,397.1703186035156,86420400,4,12,none event,none event,0.05,none event,none event,none event,none event,-1.0,-1.0,,,,,,,,,,,,,1,14.0
2023-04-13,402.44580078125,85814800,4,13,none event,none event,none event,0.027,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,15.0
2023-04-14,401.4627380371094,78161500,4,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2023-04-17,402.9033203125,66436400,4,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2023-04-18,403.1660461425781,63560000,4,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2023-04-19,403.0979919433594,55227300,4,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2023-04-20,400.8982238769531,75840400,4,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2023-04-21,401.2096252441406,73457400,4,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2023-04-24,401.62823486328125,64332100,4,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2023-04-25,395.2528076171875,97766700,4,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2023-04-26,393.5787353515625,80447000,4,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2023-04-27,401.4140930175781,92968400,4,27,0.011,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,25.0
2023-04-28,404.84027099609375,89335600,4,28,none event,none event,none event,none event,none event,0.046,none event,,,,,,,,,,,1.0,-1.0,,,1,26.0
2023-05-01,404.4314270019531,62122300,5,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2023-05-02,399.8858947753906,103998500,5,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2023-05-03,397.1410827636719,91531800,5,3,none event,none event,none event,none event,none event,none event,0.0525,,,,,,,,,,,,,0.0,1.0,1,0.0
2023-05-04,394.32818603515625,94901900,5,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2023-05-05,401.62823486328125,87844000,5,5,none event,253K,none event,none event,0.034,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,2.0
2023-05-08,401.73529052734375,50046800,5,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2023-05-09,399.9735107421875,49220100,5,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2023-05-10,401.84234619140625,96142900,5,10,none event,none event,0.049,none event,none event,none event,none event,-1.0,-1.0,,,,,,,,,,,,,1,5.0
2023-05-11,401.14154052734375,70157100,5,11,none event,none event,none event,0.023,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,6.0
2023-05-12,400.6159362792969,70439400,5,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2023-05-15,401.9980773925781,54289400,5,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2023-05-16,399.3116760253906,57705500,5,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2023-05-17,404.15887451171875,87287000,5,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2023-05-18,408.0522766113281,97177200,5,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2023-05-19,407.45849609375,103679700,5,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2023-05-22,407.62396240234375,60745400,5,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2023-05-23,403.0492858886719,86383500,5,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2023-05-24,400.1292419433594,89213700,5,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2023-05-25,403.5943298339844,90961600,5,25,0.013,none event,none event,none event,none event,none event,none event,,,1.0,-1.0,,,,,,,,,,,1,16.0
2023-05-26,408.8211975097656,93830000,5,26,none event,none event,none event,none event,none event,0.047,none event,,,,,,,,,,,1.0,1.0,,,1,17.0
2023-05-30,408.9768981933594,72216000,5,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2023-05-31,406.70904541015625,110811800,5,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2023-06-01,410.5732116699219,88865000,6,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2023-06-02,416.51055908203125,91366700,6,2,none event,339K,none event,none event,0.037,none event,none event,,,,,,,1.0,1.0,1.0,1.0,,,,,1,21.0
2023-06-05,415.71240234375,65460200,6,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2023-06-06,416.6176452636719,64022200,6,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2023-06-07,415.1770935058594,85373300,6,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2023-06-08,417.68829345703125,61952800,6,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2023-06-09,418.4377136230469,85742800,6,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2023-06-12,422.2337951660156,76104300,6,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2023-06-13,425.0175476074219,95899700,6,13,none event,none event,0.04,none event,none event,none event,none event,-1.0,-1.0,,,,,,,,,,,,,1,28.0
2023-06-14,425.523681640625,100612100,6,14,none event,none event,none event,0.011,none event,none event,0.0525,,,,,-1.0,-1.0,,,,,,,0.0,0.0,1,0.0
2023-06-15,430.79913330078125,110303100,6,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2023-06-16,429.3317565917969,114121300,6,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2023-06-20,427.10430908203125,76160400,6,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
