ds,SPY_Close,SPY_Volume,month,day,Actual_GDP,Actual_nonfarm,Actual_CPI,Actual_PPI,Actual_unemployment rate,Actual_core_PCE,Actual_FOMC,CPI_vs_forecast,CPI_vs_previous,GDP_vs_forecast,GDP_vs_previous,PPI_vs_forecast,PPI_vs_previous,nonfarm_vs_forecast,nonfarm_vs_previous,unemployment rate_vs_forecast,unemployment rate_vs_previous,core_PCE_vs_forecast,core_PCE_vs_previous,FOMC_vs_forecast,FOMC_vs_previous,is_event,days_since_fomc
2020-01-02,300.29150390625,59151200,1,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-03,298.0177001953125,77709700,1,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-06,299.15460205078125,55653900,1,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-07,298.3135070800781,40496400,1,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-08,299.90338134765625,68296000,1,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-09,301.9369201660156,48473300,1,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-10,301.0679931640625,53029300,1,10,none event,145K,none event,none event,0.035,none event,none event,,,,,,,-1.0,-1.0,0.0,0.0,,,,,1,
2020-01-13,303.1385498046875,47086800,1,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-14,302.67645263671875,62832800,1,14,none event,none event,0.023,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,
2020-01-15,303.3604431152344,72056600,1,15,none event,none event,none event,0.013,none event,none event,none event,,,,,0.0,1.0,,,,,,,,,1,
2020-01-16,305.8838806152344,54050300,1,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-17,306.8359375,95846000,1,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-21,306.235107421875,77742400,1,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-22,306.2720642089844,48914900,1,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-23,306.623291015625,51963000,1,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-24,303.896484375,87578400,1,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-27,299.02520751953125,84062500,1,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-28,302.1588134765625,63834000,1,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,
2020-01-29,301.9091796875,53888900,1,29,none event,none event,none event,none event,none event,none event,0.0175,,,,,,,,,,,,,0.0,0.0,1,0.0
2020-01-30,302.8889465332031,75491800,1,30,0.021,none event,none event,none event,none event,none event,none event,,,0.0,0.0,,,,,,,,,,,1,1.0
2020-01-31,297.38909912109375,113845600,1,31,none event,none event,none event,none event,none event,0.016,none event,,,,,,,,,,,0.0,1.0,,,1,2.0
2020-02-03,299.5982971191406,69083000,2,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2020-02-04,304.1645812988281,62573200,2,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2020-02-05,307.6770324707031,65951100,2,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2020-02-06,308.71240234375,50359700,2,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2020-02-07,307.0669860839844,64139400,2,7,none event,225K,none event,none event,0.036,none event,none event,,,,,,,1.0,1.0,1.0,1.0,,,,,1,7.0
2020-02-10,309.3594055175781,42070000,2,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2020-02-11,309.8955078125,54864500,2,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2020-02-12,311.89215087890625,43992700,2,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2020-02-13,311.559326171875,54501900,2,13,none event,none event,0.025,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,11.0
2020-02-14,312.0584716796875,64582200,2,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2020-02-18,311.25433349609375,57226200,2,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2020-02-19,312.74249267578125,48814700,2,19,none event,none event,none event,0.021,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,14.0
2020-02-20,311.4576721191406,74163400,2,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2020-02-21,308.2502136230469,113788200,2,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2020-02-24,298.0269775390625,161088400,2,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2020-02-25,288.99603271484375,218913200,2,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2020-02-26,287.9331359863281,194773800,2,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2020-02-27,275.00152587890625,284353500,2,27,0.021,none event,none event,none event,none event,none event,none event,,,0.0,0.0,,,,,,,,,,,1,20.0
2020-02-28,273.8460693359375,384975800,2,28,none event,none event,none event,none event,none event,0.016,none event,,,,,,,,,,,-1.0,1.0,,,1,21.0
2020-03-02,285.70550537109375,238703600,3,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2020-03-03,277.5250244140625,300139100,3,3,none event,none event,none event,none event,none event,none event,0.0125,,,,,,,,,,,,,,-1.0,1,0.0
2020-03-04,289.19012451171875,176613400,3,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2020-03-05,279.57708740234375,186366800,3,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2020-03-06,274.9552917480469,228667200,3,6,none event,273K,none event,none event,0.035,none event,none event,,,,,,,1.0,0.0,-1.0,-1.0,,,,,1,3.0
2020-03-09,253.48280334472656,309417300,3,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2020-03-10,266.5992736816406,276444100,3,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2020-03-11,253.60301208496094,255316300,3,11,none event,none event,0.023,none event,none event,none event,none event,1.0,-1.0,,,,,,,,,,,,,1,6.0
2020-03-12,229.3389129638672,392220700,3,12,none event,none event,none event,0.013,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,7.0
2020-03-13,248.9442901611328,329566100,3,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2020-03-16,221.70384216308594,297240000,3,16,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,,-1.0,1,0.0
2020-03-17,233.67410278320312,262070500,3,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2020-03-18,221.84251403808594,327597100,3,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2020-03-19,222.31393432617188,289322000,3,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2020-03-20,212.73348999023438,347158800,3,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2020-03-23,207.2942657470703,326025200,3,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2020-03-24,226.07579040527344,235494500,3,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2020-03-25,229.46017456054688,299430300,3,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2020-03-26,242.8583526611328,257632800,3,26,0.021,none event,none event,none event,none event,none event,none event,,,0.0,0.0,,,,,,,,,,,1,8.0
2020-03-27,235.6246795654297,224341200,3,27,none event,none event,none event,none event,none event,0.018,none event,,,,,,,,,,,1.0,1.0,,,1,9.0
2020-03-30,243.27674865722656,171369500,3,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2020-03-31,239.65060424804688,194881100,3,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2020-04-01,228.86514282226562,189554600,4,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2020-04-02,234.1463165283203,177660400,4,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2020-04-03,230.76193237304688,135561200,4,3,none event,-701K,none event,none event,0.044,none event,none event,,,,,,,-1.0,-1.0,1.0,1.0,,,,,1,14.0
2020-04-06,246.26132202148438,188061200,4,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2020-04-07,246.5123748779297,201427200,4,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2020-04-08,254.78741455078125,153774500,4,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2020-04-09,258.66455078125,189999200,4,9,none event,none event,none event,0.007,none event,none event,none event,,,,,1.0,-1.0,,,,,,,,,1,18.0
2020-04-13,256.3029479980469,114839100,4,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2020-04-14,263.86199951171875,134143400,4,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2020-04-15,258.2554931640625,121775000,4,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2020-04-16,259.5014343261719,131798300,4,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2020-04-17,266.51190185546875,146684800,4,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2020-04-20,261.8165588378906,100109300,4,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2020-04-21,253.8668975830078,126385700,4,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2020-04-22,259.5014343261719,92951600,4,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2020-04-23,259.4827575683594,104709700,4,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2020-04-24,263.0996398925781,85063200,4,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2020-04-27,266.8930969238281,77896600,4,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0
2020-04-28,265.6658020019531,105270000,4,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0
2020-04-29,272.6205749511719,118745600,4,29,-0.048,none event,none event,none event,none event,none event,0.0025,,,-1.0,-1.0,,,,,,,,,0.0,0.0,1,0.0
2020-04-30,270.082275390625,122901700,4,30,none event,none event,none event,none event,none event,0.017,none event,,,,,,,,,,,1.0,-1.0,,,1,1.0
2020-05-01,262.9322509765625,125180000,5,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2020-05-04,263.6575622558594,80873200,5,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2020-05-05,266.09356689453125,79569900,5,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2020-05-06,264.2897033691406,73632600,5,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2020-05-07,267.4789123535156,75250400,5,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2020-05-08,271.9046630859375,76452400,5,8,none event,"-20,537K",none event,none event,0.147,none event,none event,,,,,,,1.0,-1.0,-1.0,1.0,,,,,1,7.0
2020-05-11,271.9604187011719,79514200,5,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2020-05-12,266.5398254394531,95870800,5,12,none event,none event,0.003,none event,none event,none event,none event,-1.0,-1.0,,,,,,,,,,,,,1,9.0
2020-05-13,261.82586669921875,144721100,5,13,none event,none event,none event,-0.012,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,10.0
2020-05-14,264.9591369628906,121977900,5,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2020-05-15,266.1771545410156,111146300,5,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2020-05-18,274.2848815917969,119703800,5,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2020-05-19,271.4676818847656,95189300,5,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2020-05-20,276.0793762207031,85861700,5,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2020-05-21,274.17327880859375,78293900,5,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2020-05-22,274.6940002441406,63958200,5,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2020-05-26,278.07830810546875,88951400,5,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2020-05-27,282.2158508300781,104817400,5,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2020-05-28,281.6952819824219,90405200,5,28,-0.05,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,20.0
2020-05-29,282.95037841796875,119090800,5,29,none event,none event,none event,none event,none event,0.01,none event,,,,,,,,,,,-1.0,-1.0,,,1,21.0
2020-06-01,284.09405517578125,55758300,6,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2020-06-02,286.4464416503906,74267200,6,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2020-06-03,290.25848388671875,92567600,6,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2020-06-04,289.49603271484375,75794400,6,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2020-06-05,296.91571044921875,150524700,6,5,none event,"2,509K",none event,none event,0.133,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,26.0
2020-06-08,300.5046691894531,73641200,6,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2020-06-09,298.2639465332031,77479200,6,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2020-06-10,296.59954833984375,95000800,6,10,none event,none event,0.001,none event,none event,none event,0.0025,-1.0,-1.0,,,,,,,,,,,0.0,0.0,1,0.0
2020-06-11,279.5008850097656,209243600,6,11,none event,none event,none event,-0.008,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,1.0
2020-06-12,282.8481750488281,194678900,6,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2020-06-15,285.4886474609375,135782700,6,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2020-06-16,290.9836120605469,137627500,6,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2020-06-17,289.77496337890625,83398900,6,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2020-06-18,289.8865966796875,80828700,6,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2020-06-19,288.22991943359375,135549600,6,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2020-06-22,290.07891845703125,74649400,6,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2020-06-23,291.4143371582031,68471200,6,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2020-06-24,283.980712890625,132813500,6,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2020-06-25,287.0251159667969,89468000,6,25,-0.05,none event,none event,none event,none event,none event,none event,,,0.0,0.0,,,,,,,,,,,1,11.0
2020-06-26,280.20794677734375,127961000,6,26,none event,none event,none event,none event,none event,0.01,none event,,,,,,,,,,,1.0,0.0,,,1,12.0
2020-06-29,284.3262939453125,79773300,6,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2020-06-30,287.96844482421875,113394800,6,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2020-07-01,289.9855651855469,72396500,7,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2020-07-02,291.5824890136719,69344200,7,2,none event,"4,800K",none event,none event,0.111,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,16.0
2020-07-06,296.08367919921875,61713800,7,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2020-07-07,293.0298767089844,82910000,7,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2020-07-08,295.271240234375,54638600,7,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2020-07-09,293.59027099609375,83354200,7,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2020-07-10,296.5880126953125,57550400,7,10,none event,none event,none event,-0.008,none event,none event,none event,,,,,-1.0,0.0,,,,,,,,,1,21.0
2020-07-13,294.0198669433594,102997500,7,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2020-07-14,297.83001708984375,93657000,7,14,none event,none event,0.006,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,23.0
2020-07-15,300.5662841796875,87196500,7,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2020-07-16,299.57647705078125,54622500,7,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2020-07-17,300.4449157714844,62774900,7,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2020-07-20,302.8730163574219,56308800,7,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2020-07-21,303.5173645019531,57292200,7,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2020-07-22,305.24493408203125,57792900,7,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0
2020-07-23,301.6029052734375,75738000,7,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0
2020-07-24,299.6604919433594,73766600,7,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0
2020-07-27,301.8456726074219,48293000,7,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0
2020-07-28,299.9312744140625,57495000,7,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0
2020-07-29,303.6200866699219,48454200,7,29,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0
2020-07-30,302.5367736816406,61861700,7,30,-0.329,none event,none event,none event,none event,none event,none event,,,1.0,-1.0,,,,,,,,,,,1,1.0
2020-07-31,304.9275207519531,84986800,7,31,none event,none event,none event,none event,none event,0.009,none event,,,,,,,,,,,-1.0,-1.0,,,1,2.0
2020-08-03,307.04736328125,53077900,8,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2020-08-04,308.2334289550781,41917900,8,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2020-08-05,310.1478271484375,42697700,8,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2020-08-06,312.2209777832031,43679400,8,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2020-08-07,312.44512939453125,57308300,8,7,none event,"1,763K",none event,none event,0.102,none event,none event,,,,,,,1.0,-1.0,-1.0,-1.0,,,,,1,7.0
2020-08-10,313.3790283203125,44282100,8,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2020-08-11,310.7921447753906,69601100,8,11,none event,none event,none event,-0.004,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,9.0
2020-08-12,315.1253356933594,53774400,8,12,none event,none event,0.01,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,10.0
2020-08-13,314.5556335449219,41816100,8,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2020-08-14,314.56500244140625,47260400,8,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2020-08-17,315.5643310546875,35481000,8,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2020-08-18,316.24603271484375,38733900,8,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2020-08-19,314.92926025390625,68054200,8,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2020-08-20,315.9098205566406,42207800,8,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2020-08-21,317.030517578125,55106600,8,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2020-08-24,320.2430114746094,48588700,8,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2020-08-25,321.36358642578125,38463400,8,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2020-08-26,324.58544921875,50790200,8,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2020-08-27,325.2951965332031,58034100,8,27,-0.317,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,21.0
2020-08-28,327.3963928222656,48588900,8,28,none event,none event,none event,none event,none event,0.013,none event,,,,,,,,,,,1.0,1.0,,,1,22.0
2020-08-31,326.2104187011719,66099200,8,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2020-09-01,329.2828063964844,54908700,9,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2020-09-02,334.0455627441406,69540000,9,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2020-09-03,322.5497131347656,148011100,9,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2020-09-04,319.9161376953125,139156300,9,4,none event,"1,371K",none event,none event,0.084,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,27.0
2020-09-08,311.1750793457031,114465300,9,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2020-09-09,317.32000732421875,91462300,9,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0
2020-09-10,311.8101806640625,90569500,9,10,none event,none event,none event,-0.002,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,30.0
2020-09-11,311.96881103515625,84680200,9,11,none event,none event,0.013,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,31.0
2020-09-14,316.077880859375,65605700,9,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0
2020-09-15,317.6748352050781,52920900,9,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0
2020-09-16,316.4140930175781,82096000,9,16,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0
2020-09-17,313.63116455078125,91523300,9,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2020-09-18,310.0204772949219,105877900,9,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2020-09-21,306.570068359375,99450800,9,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2020-09-22,309.6922607421875,63612100,9,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2020-09-23,302.5102233886719,93112200,9,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2020-09-24,303.3165588378906,76681300,9,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2020-09-25,308.2201843261719,71069400,9,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2020-09-28,313.3395690917969,64584600,9,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2020-09-29,311.63311767578125,51304000,9,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2020-09-30,313.99591064453125,104081100,9,30,-0.314,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,10.0
2020-10-01,316.0117492675781,88698700,10,1,none event,none event,none event,none event,none event,0.016,none event,,,,,,,,,,,1.0,1.0,,,1,11.0
2020-10-02,313.01141357421875,89431100,10,2,none event,661K,none event,none event,0.079,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,12.0
2020-10-05,318.5621032714844,45713100,10,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2020-10-06,314.0334167480469,90128900,10,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2020-10-07,319.4996643066406,56999600,10,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2020-10-08,322.33123779296875,45242500,10,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2020-10-09,325.2096862792969,59528600,10,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2020-10-12,330.4415283203125,80388500,10,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2020-10-13,328.2850341796875,73255500,10,13,none event,none event,0.014,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,19.0
2020-10-14,326.2223205566406,57727900,10,14,none event,none event,none event,0.004,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,20.0
2020-10-15,325.8192138671875,60357700,10,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2020-10-16,325.6221618652344,89501900,10,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2020-10-19,320.6716613769531,68425600,10,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2020-10-20,321.9562072753906,60051900,10,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2020-10-21,321.3468322753906,63575000,10,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2020-10-22,323.10943603515625,55399300,10,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2020-10-23,324.2064514160156,49143900,10,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2020-10-26,318.2151794433594,91473000,10,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
