,Predicted_LSTM,Predicted_GRU,Actual
241,5577.3467,5659.372,5616.83984375
242,5588.1675,5593.5913,5625.7998046875
243,5617.7227,5647.109,5592.18017578125
244,5582.7466,5615.824,5591.9599609375
245,5568.6523,5607.017,5648.39990234375
246,5578.535,5658.783,5528.93017578125
247,5490.4155,5507.901,5520.06982421875
248,5476.186,5506.9434,5503.41015625
249,5451.93,5501.2534,5408.419921875
250,5337.742,5425.9526,5471.0498046875
251,5420.7896,5464.972,5495.52001953125
252,5467.351,5529.579,5554.1298828125
253,5448.3467,5557.79,5595.759765625
254,5486.904,5615.211,5626.02001953125
255,5550.5024,5678.452,5633.08984375
256,5602.6045,5661.955,5634.580078125
257,5626.025,5690.1646,5618.259765625
258,5586.8716,5622.262,5713.64013671875
259,5634.142,5692.145,5702.5498046875
260,5596.947,5668.5483,5718.56982421875
261,5690.034,5703.3325,5732.93017578125
262,5701.858,5749.773,5722.259765625
263,5718.3413,5746.257,5745.3701171875
264,5739.1396,5803.9497,5738.169921875
265,5728.842,5786.276,5762.47998046875
266,5743.7437,5744.7524,5708.75
267,5694.3296,5692.847,5709.5400390625
268,5708.8623,5724.676,5699.93994140625
269,5696.3647,5722.029,5751.06982421875
270,5707.12,5777.207,5695.93994140625
271,5686.564,5672.8013,5751.1298828125
272,5724.4487,5751.052,5792.0400390625
273,5740.113,5795.769,5780.0498046875
274,5738.627,5791.7383,5815.02978515625
275,5745.7964,5834.941,5859.85009765625
276,5789.671,5822.68,5815.259765625
277,5762.036,5800.1543,5842.47021484375
278,5802.599,5851.1426,5841.47021484375
279,5812.954,5861.6875,5864.669921875
280,5829.9736,5895.9277,5853.97998046875
281,5836.831,5836.1924,5851.2001953125
282,5841.553,5845.998,5797.419921875
283,5798.186,5811.405,5809.85986328125
284,5811.1963,5847.349,5808.1201171875
285,5787.311,5854.855,5823.52001953125
286,5820.541,5814.1665,5832.919921875
287,5828.365,5842.437,5813.669921875
288,5813.8545,5824.8994,5705.4501953125
289,5713.1494,5725.675,5728.7998046875
290,5698.738,5741.1787,5712.68994140625
291,5696.3945,5691.618,5782.759765625
292,5724.5205,5766.164,5929.0400390625
293,5741.961,5876.2837,5973.10009765625
294,5799.42,5966.5347,5995.5400390625
295,5835.8545,6034.866,6001.35009765625
296,5905.3564,6008.103,5983.990234375
297,5917.3325,5981.542,5985.3798828125
298,5958.9087,6005.162,5949.169921875
299,5935.0503,5975.8467,5870.6201171875
300,5851.5566,5906.0894,5893.6201171875
301,5880.6914,5886.461,5916.97998046875
302,5879.0566,5932.292,5917.10986328125
303,5898.4937,5977.9634,5948.7099609375
304,5897.1294,6000.2866,5969.33984375
305,5922.752,6040.254,5987.3701171875
306,5938.0464,5988.254,6021.6298828125
307,5969.729,6034.4087,5998.740234375
308,5950.3076,5979.006,6032.3798828125
309,5978.017,6038.287,6047.14990234375
310,6003.5464,6001.239,6049.8798828125
311,6034.708,6056.733,6086.490234375
312,6052.9165,6112.248,6075.10986328125
313,6040.362,6091.4434,6090.27001953125
314,6073.2876,6157.667,6052.85009765625
315,6051.8037,6037.3584,6034.91015625
316,6035.381,6028.8115,6084.18994140625
317,6067.891,6102.2793,6051.25
318,6046.848,6075.3613,6051.08984375
319,6021.7085,6060.363,6074.080078125
320,6051.963,6038.826,6050.60986328125
321,6043.7407,6033.3804,5872.16015625
322,5827.7363,5881.3633,5867.080078125
323,5766.591,5834.7896,5930.85009765625
324,5749.3135,5910.021,5974.06982421875
325,5853.77,5943.701,6040.0400390625
326,5933.5747,6043.4507,6037.58984375
327,5923.6226,6042.21,5970.83984375
328,5899.171,5995.138,5906.93994140625
329,5870.499,5897.1885,5881.6298828125
330,5845.3916,5888.721,5868.5498046875
331,5797.4214,5930.0024,5942.47021484375
332,5872.83,6019.342,5975.3798828125
333,5913.1553,6005.856,5909.02978515625
334,5858.15,5937.874,5918.25
335,5890.4673,5954.789,5827.0400390625
336,5835.162,5921.6963,5836.22021484375
337,5838.782,5883.7065,5842.91015625
338,5840.8413,5885.412,5949.91015625
339,5873.3896,5951.5405,5937.33984375
340,5857.2817,5924.787,5996.66015625
341,5884.1235,5984.5195,6049.240234375
342,5919.767,6011.823,6086.3701171875
343,5982.246,6092.7744,6118.7099609375
344,6011.3228,6152.334,6101.240234375
345,5996.4307,6117.022,6012.27978515625
346,5968.571,5988.1426,6067.7001953125
347,5995.198,6044.0977,6039.31005859375
348,5993.2715,6051.558,6071.169921875
349,6012.0977,6091.2803,6040.52978515625
350,5973.224,6072.7993,5994.56982421875
351,5945.864,5965.517,6037.8798828125
352,5996.777,6033.323,6061.47998046875
353,6015.246,6072.4985,6083.56982421875
354,6031.24,6117.4297,6025.990234375
355,5959.9453,6044.629,6066.43994140625
356,6017.5503,6024.1006,6068.5
357,6047.3027,6064.5415,6051.97021484375
358,6015.113,6040.8623,6115.06982421875
359,6031.2075,6098.378,6114.6298828125
360,6053.9253,6129.6934,6129.580078125
361,6084.9116,6112.4053,6144.14990234375
362,6093.1963,6155.8716,6117.52001953125
363,6071.5405,6122.878,6013.1298828125
364,5961.6445,6035.101,5983.25
365,5933.9785,5954.1343,5955.25
366,5886.3696,5935.669,5956.06005859375
367,5908.404,5983.67,5861.56982421875
368,5814.1206,5901.7847,5954.5
369,5820.79,5954.7817,5849.72021484375
370,5757.022,5820.667,5778.14990234375
371,5692.3325,5768.6133,5842.6298828125
372,5755.816,5854.959,5738.52001953125
373,5695.281,5791.089,5770.2001953125
374,5694.807,5805.213,5614.56005859375
375,5585.314,5661.892,5572.06982421875
376,5522.781,5613.576,5599.2998046875
377,5566.355,5660.9917,5521.52001953125
378,5516.494,5611.3013,5638.93994140625
379,5576.49,5668.9824,5675.1201171875
380,5613.1523,5678.3975,5614.66015625
381,5593.846,5636.795,5675.2900390625
382,5612.799,5675.9653,5662.89013671875
383,5610.9185,5646.1343,5667.56005859375
384,5594.124,5641.972,5767.56982421875
385,5684.077,5711.72,5776.64990234375
386,5720.396,5755.9805,5712.2001953125
387,5668.785,5713.486,5693.31005859375
388,5647.0435,5679.725,5580.93994140625
389,5554.3013,5616.983,5611.85009765625
390,5536.5864,5606.675,5633.06982421875
391,5569.2227,5635.0234,5670.97021484375
392,5594.6826,5682.7383,5396.52001953125
393,5392.304,5468.744,5074.080078125
394,5041.072,5204.5444,5062.25
395,4749.3,5030.554,4982.77001953125
396,4598.216,4937.526,5456.89990234375
397,4745.965,5184.4126,5268.0498046875
398,4833.3696,5200.3115,5363.35986328125
399,5014.5786,5373.908,5405.97021484375
400,5141.362,5476.833,5396.6298828125
401,5272.7783,5502.438,5275.7001953125
