,Actual,predicted
2041,339.3557952652828,307.7507992892571
2042,337.88496444193163,307.02145221637784
2043,332.1192525978033,301.2681219070808
2044,330.4689166594824,299.46661191830754
2045,328.92241105358835,297.2695015622468
2046,328.9671524877432,297.14946884840106
2047,323.7482354462011,293.00331545100187
2048,328.88098679628763,295.95036102832063
2049,323.0937537559836,289.93769878651983
2050,319.1407577025251,287.83661700089124
2051,322.70213810477014,291.57094204630937
2052,316.9519064192946,288.5790085258458
2053,318.70167675648787,288.5889562567385
2054,310.1053073301428,281.52703854242765
2055,307.75847212811817,280.60488162211453
2056,309.2624477510935,282.1029500220114
2057,304.9664879736158,278.6125861769537
2058,311.4518653815918,283.53612096605883
2059,313.45018126258947,285.3914718386779
2060,310.11083595823305,283.108436860814
2061,313.4595664458841,286.09905642095515
2062,312.77469078562876,285.10673746670653
2063,313.03262151272787,285.6687764160701
2064,318.55639519784256,289.2141153924303
2065,319.05790918792366,290.10538247837945
2066,315.4982008585645,286.9505128164036
2067,314.45485434671974,286.37563532209646
2068,308.24838948366835,280.4329124880038
2069,309.9556298379428,279.0100345656796
2070,311.12764505524444,280.42294134766814
2071,313.22097243264216,282.2360863061329
2072,298.06244509016017,272.7407633937216
2073,280.2533316276991,259.3015125395829
2074,279.59992869418204,256.6044891678422
2075,275.21006314592245,252.09547446060958
2076,301.39736749204434,270.31990917962
2077,290.9667341099362,262.4900872469338
2078,296.23093196398355,266.70461450496714
2079,298.58440151971644,269.38702613884965
2080,298.0685130966007,269.1663436780764
2081,291.3892831095377,264.67614522338033
