ds,SPY_Close,SPY_Volume,month,day,Actual_GDP,Actual_nonfarm,Actual_CPI,Actual_PPI,Actual_unemployment rate,Actual_core_PCE,Actual_FOMC,CPI_vs_forecast,CPI_vs_previous,GDP_vs_forecast,GDP_vs_previous,PPI_vs_forecast,PPI_vs_previous,nonfarm_vs_forecast,nonfarm_vs_previous,unemployment rate_vs_forecast,unemployment rate_vs_previous,core_PCE_vs_forecast,core_PCE_vs_previous,FOMC_vs_forecast,FOMC_vs_previous,is_event,days_since_fomc,isr_holiday
2024-05-24,5304.72021484375,3005510000,5,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2024-05-28,5306.0400390625,3751540000,5,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2024-05-29,5266.9501953125,3552750000,5,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2024-05-30,5235.47998046875,3818750000,5,30,0.013,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,20.0,0
2024-05-31,5277.509765625,5437160000,5,31,none event,none event,none event,none event,none event,0.028,none event,,,,,,,,,,,0.0,0.0,,,1,21.0,0
2024-06-03,5283.39990234375,4046920000,6,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2024-06-04,5291.33984375,3707900000,6,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2024-06-05,5354.02978515625,3591460000,6,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,1
2024-06-06,5352.9599609375,3609990000,6,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2024-06-07,5346.990234375,3692760000,6,7,none event,272K,none event,none event,0.04,none event,none event,,,,,,,1.0,1.0,1.0,1.0,,,,,1,26.0,0
2024-06-10,5360.7900390625,3622280000,6,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2024-06-11,5375.31982421875,3568030000,6,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,1
2024-06-12,5421.02978515625,3962840000,6,12,none event,none event,0.033,none event,none event,none event,0.055,-1.0,-1.0,,,,,,,,,,,0.0,0.0,1,0.0,1
2024-06-13,5433.740234375,3530380000,6,13,none event,none event,none event,0.022,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,1.0,0
2024-06-14,5431.60009765625,3438650000,6,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,0
2024-06-17,5473.22998046875,3447840000,6,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2024-06-18,5487.02978515625,3544330000,6,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2024-06-20,5473.169921875,3847060000,6,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2024-06-21,5464.6201171875,6773800000,6,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2024-06-24,5447.8701171875,3696750000,6,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,0
2024-06-25,5469.2998046875,3591960000,6,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2024-06-26,5477.89990234375,3563920000,6,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2024-06-27,5482.8701171875,3589530000,6,27,0.014,none event,none event,none event,none event,none event,none event,,,1.0,-1.0,,,,,,,,,,,1,10.0,0
2024-06-28,5460.47998046875,7199220000,6,28,none event,none event,none event,none event,none event,0.026,none event,,,,,,,,,,,0.0,-1.0,,,1,11.0,0
2024-07-01,5475.08984375,3488760000,7,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2024-07-02,5509.009765625,3329950000,7,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2024-07-03,5537.02001953125,2179470000,7,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2024-07-05,5567.18994140625,3253080000,7,5,none event,206K,none event,none event,0.041,none event,none event,,,,,,,1.0,-1.0,1.0,1.0,,,,,1,15.0,0
2024-07-08,5572.85009765625,3185670000,7,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2024-07-09,5576.97998046875,3232920000,7,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2024-07-10,5633.91015625,3336100000,7,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2024-07-11,5584.5400390625,4020950000,7,11,none event,none event,0.03,none event,none event,none event,none event,-1.0,-1.0,,,,,,,,,,,,,1,19.0,0
2024-07-12,5615.35009765625,3700280000,7,12,none event,none event,none event,0.026,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,20.0,0
2024-07-15,5631.22021484375,3620470000,7,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2024-07-16,5667.2001953125,4041760000,7,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2024-07-17,5588.27001953125,4246450000,7,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2024-07-18,5544.58984375,4007510000,7,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2024-07-19,5505.0,3760570000,7,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2024-07-22,5564.41015625,3375180000,7,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,0
2024-07-23,5555.740234375,3500210000,7,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,1
2024-07-24,5427.1298828125,3945550000,7,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
2024-07-25,5399.22021484375,4592120000,7,25,0.028,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,29.0,0
2024-07-26,5459.10009765625,3638770000,7,26,none event,none event,none event,none event,none event,0.026,none event,,,,,,,,,,,1.0,0.0,,,1,30.0,0
2024-07-29,5463.5400390625,3379970000,7,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0,0
2024-07-30,5436.43994140625,3777740000,7,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0,0
2024-07-31,5522.2998046875,4546910000,7,31,none event,none event,none event,none event,none event,none event,0.055,,,,,,,,,,,,,0.0,0.0,1,0.0,0
2024-08-01,5446.68017578125,4703620000,8,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,0
2024-08-02,5346.56005859375,5156450000,8,2,none event,114K,none event,none event,0.043,none event,none event,,,,,,,-1.0,-1.0,1.0,1.0,,,,,1,2.0,0
2024-08-05,5186.330078125,5333250000,8,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2024-08-06,5240.02978515625,4690190000,8,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2024-08-07,5199.5,4558260000,8,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2024-08-08,5319.31005859375,4016830000,8,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2024-08-09,5344.16015625,3516400000,8,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,0
2024-08-12,5344.39013671875,3360160000,8,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,1
2024-08-13,5434.43017578125,3648980000,8,13,none event,none event,none event,0.022,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,9.0,1
2024-08-14,5455.2099609375,3380050000,8,14,none event,none event,0.029,none event,none event,none event,none event,-1.0,-1.0,,,,,,,,,,,,,1,10.0,0
2024-08-15,5543.22021484375,3723310000,8,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,0
2024-08-16,5554.25,3357690000,8,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2024-08-19,5608.25,3222050000,8,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2024-08-20,5597.1201171875,2994420000,8,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2024-08-21,5620.85009765625,3119670000,8,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2024-08-22,5570.64013671875,2981530000,8,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2024-08-23,5634.60986328125,3291940000,8,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2024-08-26,5616.83984375,2938570000,8,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2024-08-27,5625.7998046875,2798990000,8,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2024-08-28,5592.18017578125,3053450000,8,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0,0
2024-08-29,5591.9599609375,3065640000,8,29,0.03,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,21.0,0
2024-08-30,5648.39990234375,4185850000,8,30,none event,none event,none event,none event,none event,0.026,none event,,,,,,,,,,,-1.0,0.0,,,1,22.0,0
2024-09-03,5528.93017578125,3866350000,9,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2024-09-04,5520.06982421875,3478140000,9,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2024-09-05,5503.41015625,3521650000,9,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2024-09-06,5408.419921875,3822800000,9,6,none event,142K,none event,none event,0.042,none event,none event,,,,,,,-1.0,1.0,0.0,-1.0,,,,,1,26.0,0
2024-09-09,5471.0498046875,3825940000,9,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2024-09-10,5495.52001953125,3848180000,9,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
2024-09-11,5554.1298828125,3839450000,9,11,none event,none event,0.025,none event,none event,none event,none event,0.0,-1.0,,,,,,,,,,,,,1,29.0,0
2024-09-12,5595.759765625,3655070000,9,12,none event,none event,none event,0.017,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,30.0,0
2024-09-13,5626.02001953125,3500790000,9,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0,0
2024-09-16,5633.08984375,3437070000,9,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0,0
2024-09-17,5634.580078125,3443600000,9,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0,0
2024-09-18,5618.259765625,3691390000,9,18,none event,none event,none event,none event,none event,none event,0.05,,,,,,,,,,,,,-1.0,-1.0,1,0.0,0
2024-09-19,5713.64013671875,4024530000,9,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,0
2024-09-20,5702.5498046875,7867260000,9,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,0
2024-09-23,5718.56982421875,3529550000,9,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2024-09-24,5732.93017578125,3872710000,9,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2024-09-25,5722.259765625,3624910000,9,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2024-09-26,5745.3701171875,4391180000,9,26,0.03,none event,none event,none event,none event,none event,none event,,,0.0,1.0,,,,,,,,,,,1,6.0,0
2024-09-27,5738.169921875,3898530000,9,27,none event,none event,none event,none event,none event,0.027,none event,,,,,,,,,,,0.0,1.0,,,1,7.0,0
2024-09-30,5762.47998046875,4425730000,9,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2024-10-01,5708.75,4025180000,10,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2024-10-02,5709.5400390625,3829050000,10,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,1
2024-10-03,5699.93994140625,3597450000,10,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,1
2024-10-04,5751.06982421875,3479400000,10,4,none event,254K,none event,none event,0.041,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,12.0,1
2024-10-07,5695.93994140625,3637790000,10,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2024-10-08,5751.1298828125,3393400000,10,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2024-10-09,5792.0400390625,3650340000,10,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2024-10-10,5780.0498046875,3208790000,10,10,none event,none event,0.024,none event,none event,none event,none event,1.0,-1.0,,,,,,,,,,,,,1,16.0,0
2024-10-11,5815.02978515625,3208720000,10,11,none event,none event,none event,0.018,none event,none event,none event,,,,,1.0,-1.0,,,,,,,,,1,17.0,1
2024-10-14,5859.85009765625,3005250000,10,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2024-10-15,5815.259765625,3882120000,10,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2024-10-16,5842.47021484375,3467230000,10,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0,1
2024-10-17,5841.47021484375,3480010000,10,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,1
2024-10-18,5864.669921875,3374490000,10,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,1
2024-10-21,5853.97998046875,3407010000,10,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,1
2024-10-22,5851.2001953125,3342080000,10,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,1
2024-10-23,5797.419921875,3532650000,10,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,1
2024-10-24,5809.85986328125,3543030000,10,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,1
2024-10-25,5808.1201171875,3501280000,10,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2024-10-28,5823.52001953125,3691280000,10,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
2024-10-29,5832.919921875,3879100000,10,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0,0
2024-10-30,5813.669921875,3851120000,10,30,0.028,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,30.0,0
2024-10-31,5705.4501953125,4425660000,10,31,none event,none event,none event,none event,none event,0.027,none event,,,,,,,,,,,1.0,0.0,,,1,31.0,0
2024-11-01,5728.7998046875,3796450000,11,1,none event,12K,none event,none event,0.041,none event,none event,,,,,,,-1.0,-1.0,0.0,0.0,,,,,1,32.0,0
2024-11-04,5712.68994140625,3602060000,11,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0,0
2024-11-05,5782.759765625,3768310000,11,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,34.0,0
2024-11-06,5929.0400390625,6329530000,11,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,35.0,0
2024-11-07,5973.10009765625,4925740000,11,7,none event,none event,none event,none event,none event,none event,0.0475,,,,,,,,,,,,,0.0,-1.0,1,0.0,0
2024-11-08,5995.5400390625,4666740000,11,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,0
2024-11-11,6001.35009765625,4333000000,11,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,0
2024-11-12,5983.990234375,4243400000,11,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2024-11-13,5985.3798828125,4220180000,11,13,none event,none event,0.026,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,4.0,0
2024-11-14,5949.169921875,4184570000,11,14,none event,none event,none event,0.024,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,5.0,0
2024-11-15,5870.6201171875,4590960000,11,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2024-11-18,5893.6201171875,3983860000,11,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,0
2024-11-19,5916.97998046875,4036940000,11,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2024-11-20,5917.10986328125,3772620000,11,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2024-11-21,5948.7099609375,4230120000,11,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,0
2024-11-22,5969.33984375,4141420000,11,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,0
2024-11-25,5987.3701171875,5633150000,11,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2024-11-26,6021.6298828125,3835170000,11,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2024-11-27,5998.740234375,3363340000,11,27,0.028,none event,none event,none event,none event,0.028,none event,,,0.0,-1.0,,,,,,,0.0,1.0,,,1,14.0,0
2024-11-29,6032.3798828125,2444420000,11,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2024-12-02,6047.14990234375,4412470000,12,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2024-12-03,6049.8798828125,4095000000,12,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2024-12-04,6086.490234375,4003390000,12,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2024-12-05,6075.10986328125,4212020000,12,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2024-12-06,6090.27001953125,3924830000,12,6,none event,227K,none event,none event,0.042,none event,none event,,,,,,,1.0,1.0,0.0,1.0,,,,,1,20.0,0
2024-12-09,6052.85009765625,4556460000,12,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2024-12-10,6034.91015625,4048410000,12,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2024-12-11,6084.18994140625,4269950000,12,11,none event,none event,0.027,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,23.0,0
2024-12-12,6051.25,3678010000,12,12,none event,none event,none event,0.03,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,24.0,0
2024-12-13,6051.08984375,3584960000,12,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2024-12-16,6074.080078125,4391100000,12,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,0
2024-12-17,6050.60986328125,4544500000,12,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2024-12-18,5872.16015625,5246960000,12,18,none event,none event,none event,none event,none event,none event,0.045,,,,,,,,,,,,,0.0,-1.0,1,0.0,0
2024-12-19,5867.080078125,4896880000,12,19,0.031,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,1.0,0
2024-12-20,5930.85009765625,8223220000,12,20,none event,none event,none event,none event,none event,0.028,none event,,,,,,,,,,,-1.0,0.0,,,1,2.0,0
2024-12-23,5974.06982421875,3593280000,12,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2024-12-24,6040.0400390625,1757720000,12,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2024-12-26,6037.58984375,2904530000,12,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,1
2024-12-27,5970.83984375,3159610000,12,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,1
2024-12-30,5906.93994140625,3433250000,12,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,1
2024-12-31,5881.6298828125,3128350000,12,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,1
2025-01-02,5868.5498046875,3621680000,1,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,1
2025-01-03,5942.47021484375,3667340000,1,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,0
2025-01-06,5975.3798828125,4940120000,1,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,0
2025-01-07,5909.02978515625,4517330000,1,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2025-01-08,5918.25,4441740000,1,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2025-01-10,5827.0400390625,4751930000,1,10,none event,256K,none event,none event,0.041,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,14.0,1
2025-01-13,5836.22021484375,4421200000,1,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2025-01-14,5842.91015625,4142280000,1,14,none event,none event,none event,0.033,none event,none event,none event,,,,,-1.0,1.0,,,,,,,,,1,16.0,0
2025-01-15,5949.91015625,4544570000,1,15,none event,none event,0.029,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,17.0,0
2025-01-16,5937.33984375,4285810000,1,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2025-01-17,5996.66015625,4366830000,1,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2025-01-21,6049.240234375,4702920000,1,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0,0
2025-01-22,6086.3701171875,4323040000,1,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2025-01-23,6118.7099609375,4432250000,1,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2025-01-24,6101.240234375,4214250000,1,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2025-01-27,6012.27978515625,5198750000,1,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,1
2025-01-28,6067.7001953125,4473640000,1,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2025-01-29,6039.31005859375,4115310000,1,29,none event,none event,none event,none event,none event,none event,0.045,,,,,,,,,,,,,0.0,0.0,1,0.0,0
2025-01-30,6071.169921875,4634620000,1,30,0.023,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,1.0,0
2025-01-31,6040.52978515625,4843770000,1,31,none event,none event,none event,none event,none event,0.028,none event,,,,,,,,,,,0.0,0.0,,,1,2.0,0
2025-02-03,5994.56982421875,4797210000,2,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2025-02-04,6037.8798828125,4410160000,2,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2025-02-05,6061.47998046875,4756250000,2,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2025-02-06,6083.56982421875,4847120000,2,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2025-02-07,6025.990234375,4766900000,2,7,none event,143K,none event,none event,0.04,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,7.0,0
2025-02-10,6066.43994140625,4458760000,2,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2025-02-11,6068.5,4324880000,2,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2025-02-12,6051.97021484375,4627960000,2,12,none event,none event,0.03,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,10.0,0
2025-02-13,6115.06982421875,4763800000,2,13,none event,none event,none event,0.035,none event,none event,none event,,,,,1.0,0.0,,,,,,,,,1,11.0,1
2025-02-14,6114.6298828125,4335190000,2,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2025-02-18,6129.580078125,4684980000,2,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2025-02-19,6144.14990234375,4562330000,2,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2025-02-20,6117.52001953125,4813690000,2,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2025-02-21,6013.1298828125,5434560000,2,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2025-02-24,5983.25,4990120000,2,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2025-02-25,5955.25,5374690000,2,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2025-02-26,5956.06005859375,4869580000,2,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2025-02-27,5861.56982421875,5057680000,2,27,0.023,none event,none event,none event,none event,none event,none event,,,0.0,-1.0,,,,,,,,,,,1,20.0,0
2025-02-28,5954.5,6441140000,2,28,none event,none event,none event,none event,none event,0.026,none event,,,,,,,,,,,0.0,-1.0,,,1,21.0,0
2025-03-03,5849.72021484375,5613850000,3,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2025-03-04,5778.14990234375,6138110000,3,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2025-03-05,5842.6298828125,5285970000,3,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2025-03-06,5738.52001953125,5165080000,3,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2025-03-07,5770.2001953125,5705140000,3,7,none event,151K,none event,none event,0.041,none event,none event,,,,,,,-1.0,1.0,1.0,1.0,,,,,1,26.0,0
2025-03-10,5614.56005859375,6409370000,3,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2025-03-11,5572.06982421875,6221240000,3,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
