SPY_Close,SPY_Volume,high-low,before_high-low
2257.830078125,3773010000,18.75,
2270.75,3768890000,11.219970703125,18.75
2269.0,3785080000,11.050048828125,11.219970703125
2276.97998046875,3342080000,18.0400390625,11.050048828125
2268.89990234375,3219730000,6.590087890625,18.0400390625
2268.89990234375,3640560000,14.0,6.590087890625
2275.320068359375,3625080000,14.489990234375,14.0
2270.43994140625,3466220000,17.530029296875,14.489990234375
2274.639892578125,3090680000,7.169921875,17.530029296875
2267.889892578125,3586950000,9.27001953125,7.169921875
2271.889892578125,3317670000,8.659912109375,9.27001953125
2263.68994140625,3168390000,15.920166015625,8.659912109375
2271.31005859375,3536850000,11.949951171875,15.920166015625
2265.199951171875,3155240000,14.760009765625,11.949951171875
2280.070068359375,3816950000,17.949951171875,14.760009765625
2298.3701171875,3849340000,10.670166015625,17.949951171875
2296.679931640625,3611510000,6.909912109375,10.670166015625
2294.68994140625,3137420000,7.39990234375,6.909912109375
2280.89990234375,3595040000,17.969970703125,7.39990234375
2278.8701171875,4089730000,11.880126953125,17.969970703125
2279.550048828125,3919190000,16.699951171875,11.880126953125
2280.85009765625,3809760000,12.320068359375,16.699951171875
2297.419921875,3605970000,10.43017578125,12.320068359375
2292.56005859375,3112390000,7.60986328125,10.43017578125
2293.080078125,3452460000,9.239990234375,7.60986328125
2294.669921875,3611950000,10.530029296875,9.239990234375
2307.8701171875,3681600000,14.469970703125,10.530029296875
2316.10009765625,3496600000,8.1298828125,14.469970703125
2328.25,3352370000,10.16015625,8.1298828125
2337.580078125,3528040000,15.41015625,10.16015625
2349.25,3785870000,16.489990234375,15.41015625
2347.219970703125,3675900000,12.43994140625,16.489990234375
2351.159912109375,3516830000,11.579833984375,12.43994140625
2365.3798828125,3587520000,11.800048828125,11.579833984375
2362.820068359375,3473170000,6.789794921875,11.800048828125
2363.81005859375,4021770000,13.169921875,6.789794921875
2367.340087890625,3832410000,14.469970703125,13.169921875
2369.75,3584680000,9.669921875,14.469970703125
